p (bar),y_CO2,rho (mol/l),rho_unc (mol/l),lnZ_N2,lnZ_N2_unc,lnZ_CO2,lnZ_CO2_unc
9.0,0.0004,0.30895674153923786,4.852835563181149e-13,-8.586653920092283,0.0008783030385583967,-16.425173935171987,0.0012399543267601813
10.0,0.0004,0.34319052746953016,2.016337853462155e-13,-8.48117139403827,0.000932788275332059,-16.321231141885523,0.0012710281834372177
0.01,0.1,0.0003436376579067099,5.127411409268117e-16,-15.493863039507108,0.001943388767433093,-17.692052392761397,0.0019572155222107304
0.02,0.1,0.0006872799896854296,2.9331097803216183e-15,-14.800720924591,0.0019377421565169393,-16.998928081839725,0.0019529762523870593
0.03,0.1,0.0010309269329429357,2.1751510820295522e-15,-14.395260851554902,0.0019320900595927145,-16.593485814857015,0.001948707520561733
0.04,0.1,0.0013745784254974016,9.167239998104681e-15,-14.107583783660694,0.00192643267501848,-16.305826555008366,0.001944409793192402
0.05,0.1,0.0017182344053862815,1.0677788765072519e-15,-13.884445206448522,0.0019207701998954858,-16.082705787768226,0.0019400835331637675
0.06,0.1,0.0020618948108758984,3.2606086002078512e-15,-13.702128593360785,0.0019151028291866997,-15.900406986514351,0.0019357291986042229
0.07,0.1,0.002405559580468742,8.218141329402254e-15,-13.547982826905077,0.0019094307563549242,-15.746279033690739,0.0019313472438684193
0.08,0.1,0.0027492286529127025,4.155179259996201e-15,-13.414456317379422,0.0019037541729722226,-15.612770339532856,0.0019269381190046644
0.09,0.1,0.0030929019672082036,1.041142062528378e-14,-13.29667813461242,0.0018980732687981798,-15.495009973807779,0.0019225022699790218
0.1,0.1,0.003436579462614866,5.963680433363106e-16,-13.191322441699125,0.001892388232174628,-15.389672099550044,0.001918040138905259
0.2,0.1,0.0068735712157289575,1.2184531800415023e-14,-12.498221845486157,0.0018353507813881865,-14.696749766032353,0.001872067736467428
0.3,0.1,0.01031091646301386,1.4997576673624108e-14,-12.09280038524522,0.001778094923210386,-14.291506670396132,0.0018239246950394958
0.4,0.1,0.013748559753767589,4.618039275859461e-16,-11.805159103421257,0.001720782837963422,-14.004043809638405,0.0017739918015544306
0.5,0.1,0.017186449437419548,4.260674994310867e-15,-11.582053571711977,0.0016635626597554095,-13.781116717905398,0.0017226168115062682
0.6,0.1,0.02062453797080599,2.496555498550529e-14,-11.399767355234369,0.0016065697689358301,-13.599008929763196,0.0016701174737919278
0.7,0.1,0.02406278210095067,8.20540356962586e-15,-11.24564943238957,0.0015499280159582262,-13.445069399243206,0.0016167843662489587
0.8,0.1,0.02750114294354459,4.2673842426063786e-14,-11.112148312437853,0.001493750876011852,-13.311746616669204,0.0015628835546499969
0.9,0.1,0.030939585974959265,7.278215143979706e-15,-10.99439316622188,0.0014381425389832045,-13.194169738699326,0.0015086590910275133
1.0,0.1,0.034378080953526124,1.7783510000912937e-15,-10.889058259007605,0.0013831989402797102,-13.089013020547842,0.001454335367696532
2.0,0.1,0.06876192162296428,9.474051908500386e-15,-10.196063732991853,0.0008873865204252344,-12.39779579758568,0.0009451238859047192
3.0,0.1,0.10314116573540184,6.911648307572694e-15,-9.790624350025126,0.0005370910449921598,-11.994129507369744,0.0006013640259064935
4.0,0.1,0.13752093111774488,6.160388571698092e-15,-9.502904230545278,0.00041241024770084686,-11.708185229286157,0.0005407240469998766
5.0,0.1,0.1719056670211535,7.740908489553725e-15,-9.279693217684379,0.0004880015595034509,-11.486755867750661,0.0006719912309576239
6.0,0.1,0.20629404772618093,1.044943004078732e-14,-9.097289478849081,0.0006129821042863057,-11.30613875096912,0.0008299403767742724
7.0,0.1,0.2406802848047509,9.159166443574595e-15,-8.94304579402569,0.0007242693579360162,-11.153684130638872,0.0009625174255010346
8.0,0.1,0.2750570972158293,9.303414159253485e-15,-8.809409715971025,0.0008129090788739224,-11.02183717502961,0.001064138578479761
9.0,0.1,0.30941805206233375,7.994775910548583e-15,-8.691508116118237,0.0008818912615138347,-10.905723382176621,0.0011398099419026911
10.0,0.1,0.3437587403995524,1.0191379593672187e-14,-8.5860132424687,0.000935667482185845,-10.802014728406494,0.0011961892738893464
0.01,0.9,0.0003436450409816575,3.781552953570774e-14,-17.69107856201895,0.0019442792247979146,-15.494836868111808,0.0019565925866600878
0.02,0.9,0.0006873095258340009,1.3008018363435699e-14,-16.99792738708304,0.0019395227116763604,-14.801721610836132,0.001951741723699472
0.03,0.9,0.001030993397916853,3.601854473977085e-16,-16.59245824885738,0.0019347603077837974,-14.396288398516955,0.0019468725901745708
0.04,0.9,0.0013746966007800944,1.3559518798833564e-14,-16.30477211062535,0.0019299921660089403,-14.108638194402577,0.0019419854994705901
0.05,0.9,0.0017184190781715683,1.1656143302922754e-15,-16.08162445794843,0.0019252184390605993,-13.8855264840197,0.001937080763665306
0.06,0.9,0.0020621607740461904,1.507998267113144e-14,-15.89929876429039,0.0019204392793810714,-13.703236740797612,0.0019321586919648968
0.07,0.9,0.002405921632571981,2.10895774224231e-14,-15.745143912180678,0.001915654837723162,-13.549117847231532,0.0019272195899877624
0.08,0.9,0.002749701598143077,9.581277935941931e-15,-15.611608311937857,0.0019108652653754621,-13.415618213606086,0.0019222637618935938
0.09,0.9,0.0030935006153808655,1.0020547647830686e-14,-15.49382103341236,0.00190607071169851,-13.297866909738035,0.0019172915075228805
0.1,0.9,0.00343731862914737,1.577295436456273e-14,-15.388456239719694,0.0019012713263225369,-13.192538098709484,0.0019123031251427154
0.2,0.9,0.0068765316305066555,3.161482865321821e-14,-14.695264364088228,0.0018530440420815347,-12.499706482923385,0.0018615958255498422
0.3,0.9,0.010317585668865668,1.140674169496779e-14,-14.289751144430477,0.0018044925049931267,-12.094554288904655,0.0018095834592951156
0.4,0.9,0.013760430544354345,3.200146077026312e-14,-14.002017642109585,0.0017557545612779195,-11.80718254854207,0.0017565211348816595
0.5,0.9,0.017205019656666598,1.0841422805359848e-14,-13.778819446744478,0.0017069615462336543,-11.584346823991279,0.0017026404487160754
0.6,0.9,0.020651310324110373,1.2035892319323624e-14,-13.596440140538638,0.0016582386432783109,-11.402330671743258,0.0016481512868331972
0.7,0.9,0.024099263979052637,2.3690399867499365e-14,-13.442228718280926,0.0016097052653247317,-11.248483062393593,0.0015932435333925485
0.8,0.9,0.02754884625904178,1.3163733595422268e-14,-13.308633705034692,0.0015614754475908744,-11.115252498127184,0.0015380886851839388
0.9,0.9,0.031000027010844165,2.8578746776598354e-14,-13.190784286953974,0.0015136582382173993,-10.997768143355398,0.001482841367940504
1.0,0.9,0.03445278022266509,9.432233377895097e-15,-13.085354744200199,0.0014663580814516669,-10.892704257477124,0.0014276407580730943
2.0,0.9,0.06906367648024642,1.6925095122276015e-14,-12.391396923594206,0.0010421528615093207,-10.202431569328976,0.0009002019985222616
3.0,0.9,0.10382584094972007,8.639006471548668e-14,-11.984972211707829,0.0007603548312757085,-9.799732582576627,0.00045872202483545276
4.0,0.9,0.13874680706622355,5.726296033795428e-15,-11.69625489063307,0.0006612512008352485,-9.514767965768634,0.00017708696833403602
5.0,0.9,0.17383239356374391,2.872144804417386e-14,-11.472041262904273,0.0006967725548503635,-9.294323984542414,0.0002844398335062022
6.0,0.9,0.20908191294247835,1.4687341191554096e-14,-11.28863239554124,0.0007810462085702395,-9.114695462744692,0.0004830352635534251
7.0,0.9,0.24448998484680853,7.783794737338515e-15,-11.13338143252389,0.0008689620504707971,-8.963232530491727,0.0006465041522305169
8.0,0.9,0.2800499395449452,2.2671451650844913e-14,-10.99873494699512,0.0009476208526540219,-8.832380979410022,0.0007742459825017047
9.0,0.9,0.31575640020914264,1.0701259661007165e-14,-10.879818400538582,0.0010152426434178706,-8.717266755282848,0.0008732992186281541
10.0,0.9,0.3516065139955866,5.883995751820296e-15,-10.773302731003652,0.0010727397033269755,-8.614561829284987,0.0009502689216410757
