p (bar),y_CO2,rho (mol/l),rho_unc (mol/l),lnZ_N2,lnZ_N2_unc,lnZ_CO2,lnZ_CO2_unc
2.0,0.0004,0.06011977214757506,2.0902841954542393e-15,-10.224827568346452,0.001683154463711192,-18.051461463093286,0.0017116415267818918
3.0,0.0004,0.0901460156062899,4.651707079626742e-15,-9.819182665154116,0.0018279331562454835,-17.646921009312667,0.001994908301763313
4.0,0.0004,0.12014680070996828,1.2239450992961747e-15,-9.531259659842213,0.0018627957734423317,-17.360097774771617,0.0021538147010136646
5.0,0.0004,0.15012511500926495,2.5803028298512418e-15,-9.307840345453304,0.0018398746750898458,-17.13776889932003,0.002241075779887553
6.0,0.0004,0.18008319282414514,3.8092558951008065e-13,-9.125223692216043,0.0017943062317968706,-16.956231769465067,0.002286100753879737
7.0,0.0004,0.21002159496413142,3.827207588598287e-15,-8.970766947948286,0.001746390899386715,-16.802843709870732,0.0023046787464561123
8.0,0.0004,0.23993961170560688,7.898003068981067e-14,-8.836922615500892,0.0017066535506215879,-16.670058463417586,0.0023063280241941227
9.0,0.0004,0.26983603375170795,1.3653679190045191e-14,-8.71882155923787,0.0016797316298973399,-16.5530089927037,0.002297754955646503
10.0,0.0004,0.29970977404351057,6.1061109623830636e-15,-8.613138664011574,0.0016667472139492464,-16.448372799673926,0.0022840952366716717
0.01,0.1,0.0003006817798467083,2.853998938712663e-14,-15.628100906296842,0.001073026239324655,-17.82616659074565,0.0008352456567689359
0.02,0.1,0.00060136531701739,9.74974847700673e-15,-14.934955498799974,0.0010738940094868594,-17.13303301297644,0.0008340881725207667
0.03,0.1,0.0009020505709797285,1.668746944420159e-14,-14.529492140286337,0.0010748548984799917,-16.72758149302738,0.0008331159674806551
0.04,0.1,0.001202737501468448,2.8321169367720117e-15,-14.24181179404367,0.001075907183410417,-16.43991299410516,0.0008323272278605192
0.05,0.1,0.0015034260684847242,3.5332251627598486e-16,-14.018669945636493,0.0010770491387258258,-16.216783001693848,0.0008317200276907285
0.06,0.1,0.0018041162322966569,2.810019944940003e-15,-13.836350068530392,0.0010782790345916903,-16.034474989179145,0.0008312923305108776
0.07,0.1,0.002104807953438896,1.2222752459772228e-14,-13.682201045254597,0.0010795951403880664,-15.880337839010984,0.0008310419955495812
0.08,0.1,0.0024055011927126444,5.769732530082449e-16,-13.54867128612774,0.0010809957263679198,-15.746819961429257,0.0008309667823458339
0.09,0.1,0.002706195911184437,1.073217143188304e-14,-13.430889860998029,0.001082479063217284,-15.629050426204007,0.000831064353635741
0.1,0.1,0.0030068920701875326,1.1126986239135818e-14,-13.325530932978186,0.0010840434249364292,-15.523703396370346,0.000831332281957543
0.2,0.1,0.0060139245720527345,1.0358343470906377e-14,-12.632398388000038,0.001103767948033486,-14.830690272069646,0.0008427927347097452
0.3,0.1,0.009021060553667217,7.916973975043808e-16,-12.226945716535365,0.0011297582199041735,-14.42535776811749,0.0008681521803233762
0.4,0.1,0.01202826567453841,4.3272993975618365e-16,-11.939273962339376,0.0011604838067526997,-14.137806859364856,0.0009043259223178496
0.5,0.1,0.015035508153295556,8.443163780431505e-15,-11.716138690102856,0.0011946036624195303,-13.914793046447365,0.0009483958640954225
0.6,0.1,0.018042758703111166,5.3510089496366277e-14,-11.533823450969276,0.0012309825638794367,-13.732599820991044,0.0009978536517514156
0.7,0.1,0.02104999045682219,1.2791787844759165e-14,-11.379677203603489,0.0012686844106084227,-13.578576086392506,0.0010506744040655448
0.8,0.1,0.024057178883556338,2.5644700585904918e-14,-11.24614843283617,0.0013069528928156256,-13.445170276195526,0.0011052885880613928
0.9,0.1,0.02706430169845054,3.176285576532479e-14,-11.128366281334989,0.0013451870890154268,-13.327511485513075,0.0011605113402841055
1.0,0.1,0.03007133876694363,3.210912527914905e-14,-11.023004983282046,0.001382916611463736,-13.222273904472582,0.001215464379348914
2.0,0.1,0.06013389571187945,1.643741003215739e-14,-10.329772650395512,0.0016851634115105818,-12.530290747171538,0.001671332298091243
3.0,0.1,0.09017775007283833,1.1648074015204103e-13,-9.924120150720992,0.0018311305366418714,-12.125893691944135,0.001927037919413019
4.0,0.1,0.12020283898812194,2.3158128054327322e-14,-9.636189535214388,0.001867836198950507,-11.839214070729149,0.002043364252336512
5.0,0.1,0.15021198600594088,2.4108922480346476e-14,-9.412762496536764,0.00184707826211113,-11.617031146989856,0.002081611244448774
6.0,0.1,0.18020736279205016,1.586099367577273e-13,-9.230137889071592,0.0018035564354021113,-11.435644703833788,0.0020806518982747543
7.0,0.1,0.21018953754823957,4.31767246817858e-15,-9.07567287810346,0.0017572392363198906,-11.282413708726228,0.0020626533776705704
8.0,0.1,0.24015786997345337,1.1068266059540905e-14,-8.941819942538347,0.0017184868252767401,-11.149792302677149,0.002039894642889512
9.0,0.1,0.27011128294821457,1.590605489623547e-14,-8.82370998111916,0.0016919195406289614,-11.03291265314388,0.0020191333419586773
10.0,0.1,0.30004887235586153,9.515686661236866e-15,-8.718017955111666,0.001678741725028771,-10.928450643074802,0.0020039604334354294
0.01,0.9,0.00030068613682050625,6.266612476470099e-14,-17.825319194764816,0.0010744284803820832,-15.628948301184767,0.0008339108394711393
0.02,0.9,0.0006013827531408905,6.852298721527152e-16,-17.13216749667831,0.0010766994269986493,-14.935821010757449,0.0008314004807007389
0.03,0.9,0.0009020898206371593,3.22032970312168e-14,-16.726697845848115,0.0010790640105240357,-14.530375777724,0.0008290584556936652
0.04,0.9,0.0012028073110602563,1.2677153933286786e-14,-16.43901120556877,0.0010815200741478553,-14.242713565310536,0.00082688405055789
0.05,0.9,0.001503535196247691,1.21867127792646e-15,-16.215863061404775,0.0010840654782664674,-14.0195898590136,0.0008248764627980107
0.06,0.9,0.001804273448117706,2.0362613922179696e-14,-16.033536886825132,0.0010866980883594344,-13.837288132234722,0.0008230347906080655
0.07,0.9,0.0021050220386766016,1.8276628719997097e-14,-15.879381564360733,0.001089415781843081,-13.683157267437778,0.0008213580371309072
0.08,0.9,0.002405780940017207,3.779115665950537e-14,-15.745845504332637,0.0010922164461210188,-13.5496456748773,0.0008198451087684165
0.09,0.9,0.0027065501243203286,1.6284868041220737e-15,-15.628057776591545,0.0010950979837543316,-13.4318824243379,0.0008184948188594468
0.1,0.9,0.0030073295638601088,2.0614291650928337e-15,-15.522692544252005,0.0010980583103929165,-13.326541678868518,0.0008173058875170536
0.2,0.9,0.006015681965443969,4.169121477682616e-15,-14.829496862569384,0.0011315494534925952,-12.633591383538258,0.0008139479409640226
0.3,0.9,0.00902503012408827,2.369709559031734e-14,-14.423980885727499,0.0011707776684313639,-12.22832169098972,0.000824729647542959
0.4,0.9,0.012035348036560213,1.1740333571089313e-14,-14.136245659246867,0.001214041069260555,-11.940833588161244,0.0008473114223527389
0.5,0.9,0.01504661088906853,2.7846665692436206e-14,-13.913046749445177,0.0012599133621739192,-11.717882586651267,0.0008791736302289571
0.6,0.9,0.018058795142851275,3.233142355434315e-14,-13.730667709012678,0.0013072341627775885,-11.53575218800337,0.000917925100146613
0.7,0.9,0.02107187859660152,2.415569515951055e-14,-13.576457498131,0.0013550799019042242,-11.381791304558979,0.0009614827326559609
0.8,0.9,0.02408584042864156,1.0696884159974741e-14,-13.442864603161667,0.0014027280162257191,-11.248448377901838,0.0010081336065356167
0.9,0.9,0.027100661221453104,8.42002966868907e-15,-13.325018168354294,0.001449621589965295,-11.130852510342265,0.001056522375168861
1.0,0.9,0.03011632297089627,1.6273944582579228e-14,-13.219592429555995,0.0014953377785418762,-11.025677898421044,0.0011056038857302287
2.0,0.9,0.0603162058744401,2.8724345542092375e-14,-12.525707495390305,0.0018494570291949161,-10.334327911573673,0.0015314970661421355
3.0,0.9,0.09058971820210744,2.640558923981334e-14,-12.119389618029768,0.0020156994700614647,-9.930571583940146,0.0017742459518230564
4.0,0.9,0.12093589045209396,3.8102083478067726e-14,-11.830784906708002,0.0020581999404233283,-9.644539852238077,0.0018778116964098953
5.0,0.9,0.15135752283281478,8.159633995307833e-15,-11.60667951332332,0.0020388252242957853,-9.423010439645944,0.0019019065702824416
6.0,0.9,0.18185764304362212,1.1597018858892753e-14,-11.423376039675912,0.00199750853969898,-9.242281592867315,0.0018880283978745863
7.0,0.9,0.21243805767463614,1.54779460409349e-13,-11.268234045312937,0.0019555969984637036,-9.089711185185658,0.0018610882894517667
8.0,0.9,0.24309933461568364,2.1277722227113643e-14,-11.133706947240935,0.0019221763723457057,-8.957752725075174,0.0018349412580314372
9.0,0.9,0.2738413837605094,6.923679036098938e-15,-11.014925394133487,0.0018993419824118818,-8.841538052631806,0.0018167278764499512
10.0,0.9,0.3046640371671512,1.1306320520831516e-14,-10.908563337694279,0.0018858011336343279,-8.73774285654602,0.0018095111978352263
