N,lnPi(N)
370,-57.937101597327576
371,-55.946301626142834
372,-53.97784995562575
373,-52.013038941933935
374,-50.08048632073827
375,-48.14881725075259
376,-46.26096184527183
377,-44.391431936013085
378,-42.565792556774234
379,-40.757738664280176
380,-38.9597653263744
381,-37.184762343834684
382,-35.45910106595205
383,-33.75343936174739
384,-32.06273977226295
385,-30.41420380336627
386,-28.784964578372417
387,-27.188617533371833
388,-25.64859734873142
389,-24.13417829367325
390,-22.660524102481993
391,-21.2484109554863
392,-19.890797013192362
393,-18.550417833278978
394,-17.266286795670347
395,-16.031933827688484
396,-14.859085995343444
397,-13.716965478005827
398,-12.624267792839314
399,-11.552313631094316
400,-10.531671010695286
401,-9.596574347026612
402,-8.685407271997414
403,-7.866340471155931
404,-7.071461496147672
405,-6.322892510001916
406,-5.6545077402373725
407,-5.024972793056699
408,-4.434778666001089
409,-3.9459357526028582
410,-3.5107360533128342
411,-3.155345243935139
412,-2.8627244493096753
413,-2.637115217214736
414,-2.450091293531736
415,-2.335153378268282
416,-2.2978472660357823
417,-2.3024887978962254
418,-2.3417614213798372
419,-2.499501041574271
420,-2.744577997425617
421,-3.0594348403882434
422,-3.443886527815843
423,-3.869197109546698
424,-4.396878859827789
425,-4.888590840469428
426,-5.462703858520522
427,-6.077225802326788
428,-6.748995799278314
429,-7.571617822635867
430,-8.485364327023158
431,-9.45964195288037
432,-10.483496450378093
433,-11.606794058416321
434,-12.866456853052009
435,-14.091629935568458
436,-15.378874581908699
437,-16.767031291035558
438,-18.26749084766937
439,-19.75299172131748
