N,lnPi(N)
303,-215.099716786105
304,-212.35387043857273
305,-209.63039603972575
306,-206.93023108816683
307,-204.2505802236889
308,-201.58184227071652
309,-198.9384570920379
310,-196.30514566918467
311,-193.69743486924077
312,-191.09417366520077
313,-188.51932515459
314,-185.93228497642522
315,-183.35787804490022
316,-180.7971358173643
317,-178.25832917039568
318,-175.738166734394
319,-173.22767650452707
320,-170.72354564909088
321,-168.2378608629829
322,-165.75820622497875
323,-163.29362353597472
324,-160.83623516394417
325,-158.38319686347054
326,-155.94131204173644
327,-153.5114561647379
328,-151.09163828810645
329,-148.68226493036858
330,-146.27175968202383
331,-143.88103609647274
332,-141.50438656391592
333,-139.1394871973827
334,-136.78033427828998
335,-134.42591158414533
336,-132.08259526975704
337,-129.7454843264418
338,-127.41458528986747
339,-125.08535828847168
340,-122.7723799560196
341,-120.46459357433768
342,-118.16060321793081
343,-115.85585056569441
344,-113.57852500734514
345,-111.32195289938686
346,-109.06413813736769
347,-106.81473866559797
348,-104.56586436715627
349,-102.33142818903688
350,-100.10295537969402
351,-97.88007861436351
352,-95.66492601466909
353,-93.48002389948651
354,-91.30535513050226
355,-89.12599811213231
356,-86.96750927434111
357,-84.81738696514758
358,-82.6784612214107
359,-80.54163237315531
360,-78.40664949277406
361,-76.27478477625884
362,-74.16221857923146
363,-72.08083995579845
364,-70.01481525384183
365,-67.95578842851562
366,-65.90379785741861
367,-63.87347510828947
368,-61.849790213360436
369,-59.83758495158661
370,-57.84964631190853
371,-55.85510825034844
372,-53.895831201715666
373,-51.94215686858256
374,-50.01407280056803
375,-48.092777763658816
376,-46.217737702244605
377,-44.35133260933178
378,-42.52970339025778
379,-40.71845692981496
380,-38.923223007725866
381,-37.15152942294894
382,-35.4281845317834
383,-33.73208868882118
384,-32.0381879546665
385,-30.38283612207674
386,-28.76139289751181
387,-27.161204968079502
388,-25.62221298104798
389,-24.119710034277702
390,-22.655655147054446
391,-21.25500630026515
392,-19.894978567538757
393,-18.559300732810968
394,-17.268551210468146
395,-16.045300875994073
396,-14.881824283805981
397,-13.764610692179458
398,-12.699164409113946
399,-11.639931814853908
400,-10.630839245895158
401,-9.710117596109894
402,-8.80788926565121
403,-7.995552513421826
404,-7.193715458250081
405,-6.428225111012734
406,-5.755182506389401
407,-5.0926319351964775
408,-4.487123351888085
409,-4.003467158396843
410,-3.5614797850643485
411,-3.170600436741252
412,-2.8800462002972567
413,-2.6265866153318442
414,-2.4568135053247446
415,-2.324984580542305
416,-2.268752390629898
417,-2.308797701028125
418,-2.3724869702136133
419,-2.539543094933761
420,-2.7467634094515874
421,-3.033741756706077
422,-3.3284479254809143
423,-3.7545410803194685
424,-4.315543286366774
425,-4.863507707342633
426,-5.4642080123500545
427,-6.104141411986047
428,-6.813378293202659
429,-7.6722519227620705
430,-8.623927161632691
431,-9.542050035943175
432,-10.523417628772377
433,-11.609813957807019
434,-12.886452618497215
435,-14.14450038497277
436,-15.449751698281188
437,-16.830996460296817
438,-18.339531799254516
439,-19.841749325300995
