   T*            lnz         +/-        psat          +/-       rho_v       +/-        rho_l        +/-          u_v         +/-          u_l         +/- 
7.000E-01  -6.252205E+00  5.02E-03  1.369302E-03  2.50E-07  1.995599E-03  3.55E-07  8.434086E-01  3.68E-05  -2.501444E-02  5.98E-06  -6.100203E+00  2.55E-04 
7.010E-01  -6.239748E+00  5.02E-03  1.388725E-03  2.54E-07  2.021445E-03  3.59E-07  8.429861E-01  3.38E-05  -2.529943E-02  5.94E-06  -6.096395E+00  2.36E-04 
7.020E-01  -6.227334E+00  5.02E-03  1.408362E-03  2.57E-07  2.047543E-03  3.63E-07  8.425635E-01  3.09E-05  -2.558685E-02  5.90E-06  -6.092586E+00  2.18E-04 
7.030E-01  -6.214962E+00  5.02E-03  1.428216E-03  2.61E-07  2.073895E-03  3.68E-07  8.421407E-01  2.81E-05  -2.587671E-02  5.87E-06  -6.088778E+00  2.00E-04 
7.040E-01  -6.202634E+00  5.02E-03  1.448286E-03  2.64E-07  2.100503E-03  3.72E-07  8.417178E-01  2.55E-05  -2.616903E-02  5.83E-06  -6.084969E+00  1.84E-04 
7.050E-01  -6.190348E+00  5.02E-03  1.468576E-03  2.67E-07  2.127369E-03  3.76E-07  8.412946E-01  2.31E-05  -2.646382E-02  5.80E-06  -6.081160E+00  1.69E-04 
7.060E-01  -6.178106E+00  5.02E-03  1.489086E-03  2.71E-07  2.154494E-03  3.81E-07  8.408713E-01  2.10E-05  -2.676110E-02  5.77E-06  -6.077350E+00  1.56E-04 
7.070E-01  -6.165905E+00  5.01E-03  1.509819E-03  2.74E-07  2.181880E-03  3.85E-07  8.404478E-01  1.93E-05  -2.706086E-02  5.74E-06  -6.073541E+00  1.45E-04 
7.080E-01  -6.153748E+00  5.01E-03  1.530775E-03  2.77E-07  2.209528E-03  3.88E-07  8.400241E-01  1.81E-05  -2.736313E-02  5.71E-06  -6.069731E+00  1.37E-04 
7.090E-01  -6.141633E+00  5.01E-03  1.551957E-03  2.80E-07  2.237440E-03  3.92E-07  8.396003E-01  1.75E-05  -2.766792E-02  5.69E-06  -6.065920E+00  1.33E-04 
7.100E-01  -6.129560E+00  5.00E-03  1.573366E-03  2.83E-07  2.265618E-03  3.96E-07  8.391762E-01  1.75E-05  -2.797524E-02  5.67E-06  -6.062110E+00  1.32E-04 
7.110E-01  -6.117530E+00  4.99E-03  1.595003E-03  2.86E-07  2.294063E-03  3.99E-07  8.387519E-01  1.82E-05  -2.828510E-02  5.64E-06  -6.058299E+00  1.34E-04 
7.120E-01  -6.105541E+00  4.98E-03  1.616871E-03  2.88E-07  2.322776E-03  4.02E-07  8.383275E-01  1.95E-05  -2.859751E-02  5.63E-06  -6.054488E+00  1.39E-04 
7.130E-01  -6.093595E+00  4.97E-03  1.638971E-03  2.91E-07  2.351760E-03  4.05E-07  8.379028E-01  2.11E-05  -2.891249E-02  5.61E-06  -6.050677E+00  1.47E-04 
7.140E-01  -6.081691E+00  4.96E-03  1.661305E-03  2.93E-07  2.381016E-03  4.07E-07  8.374780E-01  2.31E-05  -2.923005E-02  5.60E-06  -6.046865E+00  1.58E-04 
7.150E-01  -6.069828E+00  4.95E-03  1.683874E-03  2.95E-07  2.410545E-03  4.10E-07  8.370529E-01  2.54E-05  -2.955021E-02  5.59E-06  -6.043053E+00  1.70E-04 
7.160E-01  -6.058007E+00  4.94E-03  1.706680E-03  2.97E-07  2.440350E-03  4.12E-07  8.366277E-01  2.77E-05  -2.987297E-02  5.59E-06  -6.039240E+00  1.83E-04 
7.170E-01  -6.046228E+00  4.92E-03  1.729724E-03  2.99E-07  2.470432E-03  4.13E-07  8.362022E-01  3.02E-05  -3.019834E-02  5.58E-06  -6.035427E+00  1.97E-04 
7.180E-01  -6.034490E+00  4.91E-03  1.753009E-03  3.01E-07  2.500792E-03  4.15E-07  8.357765E-01  3.27E-05  -3.052634E-02  5.59E-06  -6.031614E+00  2.11E-04 
7.190E-01  -6.022793E+00  4.89E-03  1.776536E-03  3.02E-07  2.531432E-03  4.16E-07  8.353506E-01  3.53E-05  -3.085699E-02  5.59E-06  -6.027800E+00  2.26E-04 
7.200E-01  -6.011137E+00  4.87E-03  1.800306E-03  3.03E-07  2.562354E-03  4.17E-07  8.349244E-01  3.78E-05  -3.119029E-02  5.60E-06  -6.023986E+00  2.41E-04 
7.210E-01  -5.999522E+00  4.85E-03  1.824322E-03  3.04E-07  2.593560E-03  4.17E-07  8.344981E-01  4.04E-05  -3.152625E-02  5.61E-06  -6.020171E+00  2.56E-04 
7.220E-01  -5.987948E+00  4.82E-03  1.848585E-03  3.05E-07  2.625050E-03  4.17E-07  8.340714E-01  4.29E-05  -3.186490E-02  5.63E-06  -6.016356E+00  2.72E-04 
7.230E-01  -5.976414E+00  4.80E-03  1.873096E-03  3.06E-07  2.656828E-03  4.17E-07  8.336446E-01  4.54E-05  -3.220624E-02  5.65E-06  -6.012540E+00  2.87E-04 
7.240E-01  -5.964921E+00  4.77E-03  1.897858E-03  3.06E-07  2.688893E-03  4.16E-07  8.332175E-01  4.79E-05  -3.255028E-02  5.68E-06  -6.008723E+00  3.01E-04 
7.250E-01  -5.953468E+00  4.74E-03  1.922872E-03  3.06E-07  2.721249E-03  4.16E-07  8.327901E-01  5.03E-05  -3.289703E-02  5.71E-06  -6.004906E+00  3.16E-04 
7.260E-01  -5.942054E+00  4.71E-03  1.948140E-03  3.06E-07  2.753896E-03  4.14E-07  8.323625E-01  5.26E-05  -3.324652E-02  5.74E-06  -6.001087E+00  3.30E-04 
7.270E-01  -5.930681E+00  4.68E-03  1.973663E-03  3.06E-07  2.786837E-03  4.13E-07  8.319346E-01  5.49E-05  -3.359874E-02  5.78E-06  -5.997269E+00  3.44E-04 
7.280E-01  -5.919348E+00  4.65E-03  1.999443E-03  3.05E-07  2.820073E-03  4.11E-07  8.315064E-01  5.71E-05  -3.395372E-02  5.82E-06  -5.993449E+00  3.58E-04 
7.290E-01  -5.908053E+00  4.62E-03  2.025483E-03  3.04E-07  2.853606E-03  4.08E-07  8.310780E-01  5.93E-05  -3.431147E-02  5.87E-06  -5.989629E+00  3.71E-04 
7.300E-01  -5.896799E+00  4.58E-03  2.051782E-03  3.03E-07  2.887436E-03  4.06E-07  8.306493E-01  6.13E-05  -3.467200E-02  5.92E-06  -5.985807E+00  3.84E-04 
7.310E-01  -5.885583E+00  4.54E-03  2.078345E-03  3.02E-07  2.921567E-03  4.03E-07  8.302203E-01  6.33E-05  -3.503532E-02  5.98E-06  -5.981985E+00  3.96E-04 
7.320E-01  -5.874406E+00  4.50E-03  2.105171E-03  3.01E-07  2.956000E-03  3.99E-07  8.297910E-01  6.52E-05  -3.540144E-02  6.05E-06  -5.978162E+00  4.08E-04 
7.330E-01  -5.863268E+00  4.46E-03  2.132263E-03  2.99E-07  2.990736E-03  3.96E-07  8.293614E-01  6.71E-05  -3.577038E-02  6.11E-06  -5.974338E+00  4.20E-04 
7.340E-01  -5.852169E+00  4.42E-03  2.159622E-03  2.98E-07  3.025777E-03  3.92E-07  8.289315E-01  6.88E-05  -3.614214E-02  6.19E-06  -5.970512E+00  4.30E-04 
7.350E-01  -5.841107E+00  4.38E-03  2.187251E-03  2.95E-07  3.061125E-03  3.87E-07  8.285013E-01  7.04E-05  -3.651675E-02  6.27E-06  -5.966686E+00  4.41E-04 
7.360E-01  -5.830084E+00  4.34E-03  2.215151E-03  2.93E-07  3.096782E-03  3.83E-07  8.280708E-01  7.19E-05  -3.689422E-02  6.35E-06  -5.962859E+00  4.50E-04 
7.370E-01  -5.819099E+00  4.29E-03  2.243323E-03  2.91E-07  3.132748E-03  3.78E-07  8.276399E-01  7.33E-05  -3.727455E-02  6.44E-06  -5.959030E+00  4.59E-04 
7.380E-01  -5.808152E+00  4.24E-03  2.271770E-03  2.88E-07  3.169027E-03  3.72E-07  8.272088E-01  7.46E-05  -3.765776E-02  6.54E-06  -5.955201E+00  4.67E-04 
7.390E-01  -5.797242E+00  4.20E-03  2.300494E-03  2.85E-07  3.205619E-03  3.67E-07  8.267773E-01  7.57E-05  -3.804386E-02  6.64E-06  -5.951370E+00  4.74E-04 
7.400E-01  -5.786370E+00  4.15E-03  2.329495E-03  2.83E-07  3.242526E-03  3.61E-07  8.263455E-01  7.68E-05  -3.843287E-02  6.75E-06  -5.947538E+00  4.81E-04 
7.410E-01  -5.775535E+00  4.10E-03  2.358775E-03  2.80E-07  3.279751E-03  3.55E-07  8.259133E-01  7.77E-05  -3.882479E-02  6.86E-06  -5.943704E+00  4.87E-04 
7.420E-01  -5.764737E+00  4.04E-03  2.388338E-03  2.76E-07  3.317294E-03  3.49E-07  8.254809E-01  7.84E-05  -3.921965E-02  6.98E-06  -5.939869E+00  4.92E-04 
7.430E-01  -5.753975E+00  3.99E-03  2.418183E-03  2.73E-07  3.355158E-03  3.43E-07  8.250480E-01  7.91E-05  -3.961745E-02  7.10E-06  -5.936033E+00  4.96E-04 
7.440E-01  -5.743250E+00  3.94E-03  2.448314E-03  2.69E-07  3.393343E-03  3.36E-07  8.246149E-01  7.96E-05  -4.001820E-02  7.23E-06  -5.932196E+00  4.99E-04 
7.450E-01  -5.732562E+00  3.88E-03  2.478731E-03  2.66E-07  3.431853E-03  3.29E-07  8.241814E-01  7.99E-05  -4.042193E-02  7.37E-06  -5.928357E+00  5.02E-04 
7.460E-01  -5.721910E+00  3.83E-03  2.509437E-03  2.62E-07  3.470688E-03  3.22E-07  8.237475E-01  8.02E-05  -4.082863E-02  7.51E-06  -5.924517E+00  5.04E-04 
7.470E-01  -5.711293E+00  3.77E-03  2.540434E-03  2.58E-07  3.509851E-03  3.15E-07  8.233133E-01  8.03E-05  -4.123833E-02  7.65E-06  -5.920675E+00  5.04E-04 
7.480E-01  -5.700713E+00  3.71E-03  2.571722E-03  2.54E-07  3.549343E-03  3.08E-07  8.228788E-01  8.02E-05  -4.165103E-02  7.80E-06  -5.916832E+00  5.04E-04 
7.490E-01  -5.690168E+00  3.66E-03  2.603305E-03  2.50E-07  3.589166E-03  3.01E-07  8.224439E-01  8.01E-05  -4.206675E-02  7.96E-06  -5.912987E+00  5.04E-04 
7.500E-01  -5.679658E+00  3.60E-03  2.635183E-03  2.46E-07  3.629321E-03  2.93E-07  8.220086E-01  7.98E-05  -4.248551E-02  8.12E-06  -5.909141E+00  5.02E-04 
7.510E-01  -5.669184E+00  3.54E-03  2.667358E-03  2.42E-07  3.669810E-03  2.86E-07  8.215730E-01  7.94E-05  -4.290731E-02  8.28E-06  -5.905294E+00  5.00E-04 
7.520E-01  -5.658744E+00  3.48E-03  2.699833E-03  2.38E-07  3.710636E-03  2.79E-07  8.211370E-01  7.89E-05  -4.333216E-02  8.45E-06  -5.901445E+00  4.97E-04 
7.530E-01  -5.648339E+00  3.42E-03  2.732609E-03  2.34E-07  3.751799E-03  2.72E-07  8.207007E-01  7.83E-05  -4.376009E-02  8.62E-06  -5.897594E+00  4.93E-04 
7.540E-01  -5.637969E+00  3.36E-03  2.765688E-03  2.30E-07  3.793302E-03  2.65E-07  8.202641E-01  7.75E-05  -4.419110E-02  8.80E-06  -5.893742E+00  4.89E-04 
7.550E-01  -5.627633E+00  3.29E-03  2.799072E-03  2.26E-07  3.835147E-03  2.58E-07  8.198270E-01  7.67E-05  -4.462521E-02  8.98E-06  -5.889889E+00  4.84E-04 
7.560E-01  -5.617332E+00  3.23E-03  2.832762E-03  2.22E-07  3.877334E-03  2.51E-07  8.193897E-01  7.58E-05  -4.506242E-02  9.17E-06  -5.886034E+00  4.78E-04 
7.570E-01  -5.607064E+00  3.17E-03  2.866760E-03  2.18E-07  3.919866E-03  2.45E-07  8.189519E-01  7.47E-05  -4.550276E-02  9.36E-06  -5.882177E+00  4.72E-04 
7.580E-01  -5.596831E+00  3.11E-03  2.901069E-03  2.14E-07  3.962745E-03  2.39E-07  8.185139E-01  7.36E-05  -4.594623E-02  9.55E-06  -5.878319E+00  4.66E-04 
7.590E-01  -5.586630E+00  3.04E-03  2.935689E-03  2.11E-07  4.005973E-03  2.34E-07  8.180755E-01  7.24E-05  -4.639284E-02  9.75E-06  -5.874460E+00  4.59E-04 
7.600E-01  -5.576464E+00  2.98E-03  2.970624E-03  2.07E-07  4.049550E-03  2.29E-07  8.176367E-01  7.12E-05  -4.684262E-02  9.95E-06  -5.870599E+00  4.51E-04 
7.610E-01  -5.566330E+00  2.92E-03  3.005874E-03  2.04E-07  4.093480E-03  2.25E-07  8.171976E-01  6.99E-05  -4.729557E-02  1.02E-05  -5.866737E+00  4.43E-04 
7.620E-01  -5.556230E+00  2.85E-03  3.041441E-03  2.01E-07  4.137763E-03  2.21E-07  8.167582E-01  6.85E-05  -4.775171E-02  1.04E-05  -5.862873E+00  4.35E-04 
7.630E-01  -5.546162E+00  2.79E-03  3.077327E-03  1.98E-07  4.182402E-03  2.18E-07  8.163184E-01  6.70E-05  -4.821104E-02  1.06E-05  -5.859008E+00  4.26E-04 
7.640E-01  -5.536127E+00  2.73E-03  3.113535E-03  1.96E-07  4.227399E-03  2.16E-07  8.158783E-01  6.55E-05  -4.867359E-02  1.08E-05  -5.855141E+00  4.17E-04 
7.650E-01  -5.526125E+00  2.66E-03  3.150066E-03  1.94E-07  4.272754E-03  2.15E-07  8.154378E-01  6.39E-05  -4.913936E-02  1.10E-05  -5.851273E+00  4.08E-04 
7.660E-01  -5.516155E+00  2.60E-03  3.186921E-03  1.92E-07  4.318470E-03  2.15E-07  8.149970E-01  6.23E-05  -4.960836E-02  1.12E-05  -5.847404E+00  3.98E-04 
7.670E-01  -5.506216E+00  2.54E-03  3.224103E-03  1.91E-07  4.364550E-03  2.16E-07  8.145559E-01  6.06E-05  -5.008062E-02  1.14E-05  -5.843533E+00  3.89E-04 
7.680E-01  -5.496310E+00  2.47E-03  3.261613E-03  1.90E-07  4.410993E-03  2.18E-07  8.141145E-01  5.89E-05  -5.055614E-02  1.17E-05  -5.839661E+00  3.79E-04 
7.690E-01  -5.486436E+00  2.41E-03  3.299454E-03  1.90E-07  4.457803E-03  2.21E-07  8.136727E-01  5.72E-05  -5.103494E-02  1.19E-05  -5.835788E+00  3.68E-04 
7.700E-01  -5.476593E+00  2.35E-03  3.337627E-03  1.90E-07  4.504982E-03  2.25E-07  8.132306E-01  5.54E-05  -5.151703E-02  1.21E-05  -5.831913E+00  3.58E-04 
7.710E-01  -5.466782E+00  2.28E-03  3.376134E-03  1.90E-07  4.552530E-03  2.29E-07  8.127881E-01  5.36E-05  -5.200242E-02  1.23E-05  -5.828037E+00  3.47E-04 
7.720E-01  -5.457001E+00  2.22E-03  3.414977E-03  1.92E-07  4.600450E-03  2.35E-07  8.123453E-01  5.17E-05  -5.249112E-02  1.26E-05  -5.824160E+00  3.36E-04 
7.730E-01  -5.447252E+00  2.16E-03  3.454157E-03  1.93E-07  4.648744E-03  2.42E-07  8.119022E-01  4.98E-05  -5.298315E-02  1.28E-05  -5.820281E+00  3.25E-04 
7.740E-01  -5.437534E+00  2.10E-03  3.493677E-03  1.96E-07  4.697413E-03  2.49E-07  8.114588E-01  4.79E-05  -5.347853E-02  1.30E-05  -5.816401E+00  3.14E-04 
7.750E-01  -5.427846E+00  2.04E-03  3.533538E-03  1.98E-07  4.746460E-03  2.58E-07  8.110150E-01  4.59E-05  -5.397726E-02  1.33E-05  -5.812520E+00  3.02E-04 
7.760E-01  -5.418189E+00  1.98E-03  3.573743E-03  2.02E-07  4.795885E-03  2.67E-07  8.105709E-01  4.40E-05  -5.447935E-02  1.35E-05  -5.808637E+00  2.91E-04 
7.770E-01  -5.408562E+00  1.92E-03  3.614293E-03  2.05E-07  4.845692E-03  2.76E-07  8.101264E-01  4.20E-05  -5.498483E-02  1.37E-05  -5.804753E+00  2.79E-04 
7.780E-01  -5.398965E+00  1.86E-03  3.655190E-03  2.10E-07  4.895882E-03  2.87E-07  8.096817E-01  4.00E-05  -5.549370E-02  1.40E-05  -5.800868E+00  2.68E-04 
7.790E-01  -5.389399E+00  1.80E-03  3.696436E-03  2.14E-07  4.946456E-03  2.97E-07  8.092365E-01  3.79E-05  -5.600598E-02  1.42E-05  -5.796981E+00  2.56E-04 
7.800E-01  -5.379862E+00  1.74E-03  3.738033E-03  2.20E-07  4.997417E-03  3.09E-07  8.087910E-01  3.59E-05  -5.652168E-02  1.44E-05  -5.793093E+00  2.44E-04 
7.810E-01  -5.370355E+00  1.68E-03  3.779982E-03  2.25E-07  5.048766E-03  3.20E-07  8.083452E-01  3.39E-05  -5.704081E-02  1.47E-05  -5.789204E+00  2.32E-04 
7.820E-01  -5.360877E+00  1.62E-03  3.822286E-03  2.31E-07  5.100505E-03  3.32E-07  8.078991E-01  3.18E-05  -5.756339E-02  1.49E-05  -5.785313E+00  2.20E-04 
7.830E-01  -5.351429E+00  1.57E-03  3.864946E-03  2.37E-07  5.152636E-03  3.44E-07  8.074525E-01  2.98E-05  -5.808943E-02  1.51E-05  -5.781421E+00  2.09E-04 
7.840E-01  -5.342010E+00  1.51E-03  3.907965E-03  2.44E-07  5.205162E-03  3.57E-07  8.070057E-01  2.77E-05  -5.861894E-02  1.54E-05  -5.777528E+00  1.97E-04 
7.850E-01  -5.332621E+00  1.46E-03  3.951344E-03  2.51E-07  5.258083E-03  3.70E-07  8.065585E-01  2.57E-05  -5.915193E-02  1.56E-05  -5.773633E+00  1.86E-04 
7.860E-01  -5.323260E+00  1.40E-03  3.995085E-03  2.58E-07  5.311402E-03  3.83E-07  8.061109E-01  2.38E-05  -5.968843E-02  1.58E-05  -5.769736E+00  1.75E-04 
7.870E-01  -5.313928E+00  1.35E-03  4.039189E-03  2.66E-07  5.365121E-03  3.96E-07  8.056630E-01  2.18E-05  -6.022844E-02  1.61E-05  -5.765839E+00  1.64E-04 
7.880E-01  -5.304624E+00  1.30E-03  4.083660E-03  2.73E-07  5.419241E-03  4.09E-07  8.052147E-01  1.99E-05  -6.077197E-02  1.63E-05  -5.761940E+00  1.53E-04 
7.890E-01  -5.295349E+00  1.25E-03  4.128499E-03  2.81E-07  5.473764E-03  4.22E-07  8.047660E-01  1.81E-05  -6.131904E-02  1.65E-05  -5.758039E+00  1.44E-04 
7.900E-01  -5.286102E+00  1.20E-03  4.173707E-03  2.89E-07  5.528692E-03  4.35E-07  8.043170E-01  1.64E-05  -6.186967E-02  1.67E-05  -5.754137E+00  1.34E-04 
7.910E-01  -5.276884E+00  1.15E-03  4.219287E-03  2.98E-07  5.584028E-03  4.48E-07  8.038677E-01  1.48E-05  -6.242386E-02  1.70E-05  -5.750234E+00  1.26E-04 
7.920E-01  -5.267693E+00  1.10E-03  4.265240E-03  3.06E-07  5.639773E-03  4.61E-07  8.034180E-01  1.34E-05  -6.298163E-02  1.72E-05  -5.746329E+00  1.18E-04 
7.930E-01  -5.258531E+00  1.05E-03  4.311568E-03  3.14E-07  5.695929E-03  4.75E-07  8.029679E-01  1.22E-05  -6.354299E-02  1.74E-05  -5.742423E+00  1.12E-04 
7.940E-01  -5.249396E+00  1.01E-03  4.358274E-03  3.23E-07  5.752497E-03  4.88E-07  8.025175E-01  1.13E-05  -6.410796E-02  1.76E-05  -5.738516E+00  1.07E-04 
7.950E-01  -5.240289E+00  9.60E-04  4.405359E-03  3.31E-07  5.809480E-03  5.00E-07  8.020668E-01  1.08E-05  -6.467655E-02  1.78E-05  -5.734607E+00  1.03E-04 
7.960E-01  -5.231209E+00  9.15E-04  4.452825E-03  3.40E-07  5.866880E-03  5.13E-07  8.016157E-01  1.05E-05  -6.524877E-02  1.80E-05  -5.730697E+00  1.01E-04 
7.970E-01  -5.222157E+00  8.72E-04  4.500674E-03  3.48E-07  5.924699E-03  5.26E-07  8.011643E-01  1.07E-05  -6.582464E-02  1.82E-05  -5.726785E+00  9.99E-05 
7.980E-01  -5.213132E+00  8.30E-04  4.548908E-03  3.57E-07  5.982937E-03  5.39E-07  8.007125E-01  1.12E-05  -6.640417E-02  1.85E-05  -5.722873E+00  1.01E-04 
7.990E-01  -5.204134E+00  7.88E-04  4.597529E-03  3.66E-07  6.041599E-03  5.51E-07  8.002604E-01  1.20E-05  -6.698737E-02  1.87E-05  -5.718959E+00  1.03E-04 
8.000E-01  -5.195163E+00  7.48E-04  4.646539E-03  3.74E-07  6.100684E-03  5.63E-07  7.998080E-01  1.30E-05  -6.757425E-02  1.89E-05  -5.715044E+00  1.06E-04 
8.010E-01  -5.186219E+00  7.09E-04  4.695939E-03  3.83E-07  6.160196E-03  5.75E-07  7.993552E-01  1.41E-05  -6.816484E-02  1.90E-05  -5.711127E+00  1.10E-04 
8.020E-01  -5.177301E+00  6.71E-04  4.745732E-03  3.92E-07  6.220136E-03  5.87E-07  7.989022E-01  1.53E-05  -6.875914E-02  1.92E-05  -5.707210E+00  1.15E-04 
8.030E-01  -5.168410E+00  6.34E-04  4.795919E-03  4.00E-07  6.280507E-03  5.99E-07  7.984488E-01  1.66E-05  -6.935717E-02  1.94E-05  -5.703291E+00  1.21E-04 
8.040E-01  -5.159546E+00  5.98E-04  4.846503E-03  4.09E-07  6.341309E-03  6.10E-07  7.979951E-01  1.79E-05  -6.995895E-02  1.96E-05  -5.699372E+00  1.27E-04 
8.050E-01  -5.150708E+00  5.64E-04  4.897485E-03  4.17E-07  6.402546E-03  6.21E-07  7.975412E-01  1.92E-05  -7.056447E-02  1.98E-05  -5.695451E+00  1.34E-04 
8.060E-01  -5.141897E+00  5.30E-04  4.948868E-03  4.26E-07  6.464218E-03  6.32E-07  7.970869E-01  2.05E-05  -7.117377E-02  2.00E-05  -5.691529E+00  1.41E-04 
8.070E-01  -5.133111E+00  4.98E-04  5.000652E-03  4.34E-07  6.526329E-03  6.43E-07  7.966323E-01  2.18E-05  -7.178685E-02  2.01E-05  -5.687606E+00  1.48E-04 
8.080E-01  -5.124352E+00  4.67E-04  5.052841E-03  4.42E-07  6.588880E-03  6.53E-07  7.961775E-01  2.31E-05  -7.240372E-02  2.03E-05  -5.683683E+00  1.54E-04 
8.090E-01  -5.115618E+00  4.36E-04  5.105436E-03  4.50E-07  6.651872E-03  6.64E-07  7.957224E-01  2.43E-05  -7.302441E-02  2.05E-05  -5.679758E+00  1.61E-04 
8.100E-01  -5.106911E+00  4.07E-04  5.158439E-03  4.58E-07  6.715309E-03  6.74E-07  7.952670E-01  2.56E-05  -7.364892E-02  2.06E-05  -5.675833E+00  1.68E-04 
8.110E-01  -5.098229E+00  3.80E-04  5.211852E-03  4.66E-07  6.779192E-03  6.83E-07  7.948113E-01  2.67E-05  -7.427727E-02  2.08E-05  -5.671906E+00  1.75E-04 
8.120E-01  -5.089573E+00  3.53E-04  5.265677E-03  4.74E-07  6.843522E-03  6.93E-07  7.943554E-01  2.79E-05  -7.490947E-02  2.10E-05  -5.667979E+00  1.82E-04 
8.130E-01  -5.080942E+00  3.27E-04  5.319916E-03  4.82E-07  6.908303E-03  7.02E-07  7.938992E-01  2.91E-05  -7.554554E-02  2.11E-05  -5.664051E+00  1.89E-04 
8.140E-01  -5.072336E+00  3.02E-04  5.374571E-03  4.90E-07  6.973535E-03  7.11E-07  7.934428E-01  3.02E-05  -7.618548E-02  2.13E-05  -5.660122E+00  1.95E-04 
8.150E-01  -5.063756E+00  2.79E-04  5.429644E-03  4.98E-07  7.039222E-03  7.20E-07  7.929861E-01  3.12E-05  -7.682933E-02  2.14E-05  -5.656192E+00  2.02E-04 
8.160E-01  -5.055201E+00  2.56E-04  5.485136E-03  5.05E-07  7.105365E-03  7.28E-07  7.925291E-01  3.23E-05  -7.747708E-02  2.15E-05  -5.652262E+00  2.08E-04 
8.170E-01  -5.046672E+00  2.35E-04  5.541050E-03  5.13E-07  7.171965E-03  7.37E-07  7.920718E-01  3.33E-05  -7.812875E-02  2.17E-05  -5.648330E+00  2.15E-04 
8.180E-01  -5.038167E+00  2.15E-04  5.597388E-03  5.20E-07  7.239026E-03  7.45E-07  7.916143E-01  3.43E-05  -7.878436E-02  2.18E-05  -5.644398E+00  2.21E-04 
8.190E-01  -5.029687E+00  1.95E-04  5.654151E-03  5.28E-07  7.306549E-03  7.53E-07  7.911566E-01  3.53E-05  -7.944392E-02  2.19E-05  -5.640465E+00  2.27E-04 
8.200E-01  -5.021232E+00  1.77E-04  5.711342E-03  5.35E-07  7.374536E-03  7.60E-07  7.906985E-01  3.63E-05  -8.010745E-02  2.21E-05  -5.636531E+00  2.34E-04 
8.210E-01  -5.012802E+00  1.60E-04  5.768963E-03  5.42E-07  7.442989E-03  7.68E-07  7.902402E-01  3.72E-05  -8.077495E-02  2.22E-05  -5.632596E+00  2.40E-04 
8.220E-01  -5.004396E+00  1.44E-04  5.827015E-03  5.49E-07  7.511910E-03  7.75E-07  7.897817E-01  3.82E-05  -8.144645E-02  2.23E-05  -5.628660E+00  2.46E-04 
8.230E-01  -4.996015E+00  1.28E-04  5.885500E-03  5.56E-07  7.581302E-03  7.82E-07  7.893228E-01  3.91E-05  -8.212196E-02  2.24E-05  -5.624724E+00  2.52E-04 
8.240E-01  -4.987659E+00  1.14E-04  5.944421E-03  5.63E-07  7.651166E-03  7.89E-07  7.888637E-01  4.00E-05  -8.280149E-02  2.25E-05  -5.620786E+00  2.57E-04 
8.250E-01  -4.979327E+00  1.01E-04  6.003780E-03  5.70E-07  7.721505E-03  7.96E-07  7.884043E-01  4.08E-05  -8.348506E-02  2.26E-05  -5.616847E+00  2.63E-04 
8.260E-01  -4.971019E+00  8.82E-05  6.063577E-03  5.77E-07  7.792320E-03  8.03E-07  7.879446E-01  4.17E-05  -8.417267E-02  2.28E-05  -5.612908E+00  2.69E-04 
8.270E-01  -4.962736E+00  7.66E-05  6.123816E-03  5.84E-07  7.863614E-03  8.09E-07  7.874846E-01  4.25E-05  -8.486436E-02  2.29E-05  -5.608967E+00  2.74E-04 
8.280E-01  -4.954476E+00  6.60E-05  6.184499E-03  5.91E-07  7.935389E-03  8.16E-07  7.870243E-01  4.33E-05  -8.556012E-02  2.30E-05  -5.605025E+00  2.79E-04 
8.290E-01  -4.946241E+00  5.62E-05  6.245627E-03  5.98E-07  8.007646E-03  8.22E-07  7.865637E-01  4.40E-05  -8.625997E-02  2.31E-05  -5.601082E+00  2.84E-04 
8.300E-01  -4.938030E+00  4.73E-05  6.307202E-03  6.05E-07  8.080389E-03  8.28E-07  7.861027E-01  4.47E-05  -8.696394E-02  2.32E-05  -5.597137E+00  2.89E-04 
8.310E-01  -4.929843E+00  3.93E-05  6.369226E-03  6.12E-07  8.153618E-03  8.34E-07  7.856415E-01  4.54E-05  -8.767203E-02  2.32E-05  -5.593192E+00  2.93E-04 
8.320E-01  -4.921680E+00  3.21E-05  6.431702E-03  6.18E-07  8.227337E-03  8.40E-07  7.851799E-01  4.60E-05  -8.838425E-02  2.33E-05  -5.589245E+00  2.98E-04 
8.330E-01  -4.913540E+00  2.59E-05  6.494631E-03  6.25E-07  8.301547E-03  8.46E-07  7.847179E-01  4.66E-05  -8.910063E-02  2.34E-05  -5.585296E+00  3.02E-04 
8.340E-01  -4.905425E+00  2.07E-05  6.558015E-03  6.32E-07  8.376250E-03  8.52E-07  7.842557E-01  4.71E-05  -8.982118E-02  2.35E-05  -5.581347E+00  3.05E-04 
8.350E-01  -4.897333E+00  1.66E-05  6.621856E-03  6.38E-07  8.451448E-03  8.57E-07  7.837930E-01  4.76E-05  -9.054590E-02  2.36E-05  -5.577395E+00  3.08E-04 
8.360E-01  -4.889265E+00  1.40E-05  6.686157E-03  6.45E-07  8.527145E-03  8.63E-07  7.833301E-01  4.81E-05  -9.127482E-02  2.36E-05  -5.573443E+00  3.11E-04 
8.370E-01  -4.881220E+00  1.28E-05  6.750918E-03  6.52E-07  8.603341E-03  8.69E-07  7.828667E-01  4.84E-05  -9.200795E-02  2.37E-05  -5.569489E+00  3.14E-04 
